Index,Address,FLAG,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Number of Created Contracts,Unique Received From Addresses,Unique Sent To Addresses,min value received,max value received ,avg val received,min val sent,max val sent,avg val sent,min value sent to contract,max val sent to contract,avg value sent to contract,total transactions (including tnx to create contract,total Ether sent,total ether received,total ether sent contracts,total ether balance, Total ERC20 tnxs, ERC20 total Ether received, ERC20 total ether sent, ERC20 total Ether sent contract, ERC20 uniq sent addr, ERC20 uniq rec addr, ERC20 uniq sent addr.1, ERC20 uniq rec contract addr, ERC20 avg time between sent tnx, ERC20 avg time between rec tnx, ERC20 avg time between rec 2 tnx, ERC20 avg time between contract tnx, ERC20 min val rec, ERC20 max val rec, ERC20 avg val rec, ERC20 min val sent, ERC20 max val sent, ERC20 avg val sent, ERC20 min val sent contract, ERC20 max val sent contract, ERC20 avg val sent contract, ERC20 uniq sent token name, ERC20 uniq rec token name,ERC20 most sent token type,ERC20_most_rec_token_type
1,0x58b6a8a3302369daec383334672404ee733ab239,0,0,40.7330299393212,407303.0833333333,0,9999,0,5173,0,0.0,0.01,3.1603160316031606e-06,0,0,0,0,0,0,10000,0,0.0316,0,0.0316,4852,1.5985300000006272e+17,1.913761981066e+22,1.913761981066e+22,3584,168,3584,168,108.38945548833188,15995.769594594594,15995.769594594594,108.38945548833188,0.0,1.59853e+17,716829596412837.2,48.0,7.10857932768e+21,4.134288142289912e+18,48.0,7.10857932768e+21,4.134288142289912e+18,3,29,# livepeer-token.com,Livepeer Token
