Address,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Number of Created Contracts,Unique Received From Addresses,Unique Sent To Addresses,min value received,max value received,avg val received,min val sent,max val sent,avg val sent,total transactions,total Ether sent,total ether received,total ether balance
0x1ab4973a48dc892cd9971ece8e01dcc7688f8f23,0.5728950159066808,9.538732394366198,5418.0,9431,569,0,500,4040,0.000001,2347.979123025723328,25.696951861590254,0,1776.8177446786450536,0.9343790671350216,10000,8812.1289821503892355,14621.565609244855354594,5809.436627094466119094
